EventId,EventTemplate,Occurrences
71857213,ARPT: 682834.192587: wlc_dump_aggfifo:,1
a51c2e58,ARPT: 682840.256116: AQM agg results 0x8001 len hi/lo: 0x0 0x30 BAbitmap(0-3) 0 0 0 0,1
536716c8,"CCFile::copyFile fileName is [2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, source path:/var/log/CoreCapture/<*>/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16,07,46.298508]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml",1
f107cd11,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,2
b4297c59,"CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng",1
251a2fa8,ARPT: 682977.654133: wlc_dump_aggfifo:,1
e531ba0c,"CCFile::copyFile fileName is [2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16,27,10.162319]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt",1
645af337,doSaveChannels@286: Will write to: <*> - <*>,6
c5fcc81f,tcp_connection_destination_perform_socket_connect 21152 connectx to <*>:8080@0 failed: [51] Network is unreachable,1
a53ed372,ARPT: 683047.197539: framerdy 0x0 bmccmd 3 framecnt 1024,1
ecac17fb,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 tc9008 <*>:80,1
567eb8b0,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@<*>/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",1
96bdad4d,ARPT: 683172.046921: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
377cd7c8,ARPT: 683173.929950: ARPT: Wake Reason: Wake on Scan offload,1
6e1faf7e,"ARPT: 683239.026135: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
11e815df,hibernate image path: /var/vm/sleepimage,2
a5ad3c1b,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2
6cfcd83a,"hibernate_machine_init pagesDone 455920 sum2 81cafc41, time: 185 ms, disk(0x20000) 847 Mb/s, comp bytes: 47288320 time: 32 ms 1369 Mb/s, crypt bytes: 158441472 time: 38 ms 3973 Mb/s",1
2e4907dc,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,4
e27b78db,hibernate_machine_init reading,2
24b1410e,assertion failed: 15G1510: <*> + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,3
eb517b15,jemmytest,10
d0c00d15,hibernate_setup(0) took <*> ms,2
db2322ee,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****,2
cced0800,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,1
38ad951f,hciControllerOnline; HID devices? 0,1
1ee03660,INIT -- Host controller is published,2
1a7dee52,"polled file major 1, minor 0, blocksize 4096, pollers 5",3
c951bd16,BuildActDeviceEntry exit,2
54d9f2fe,"ARPT: 683604.474196: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 578,",1
509cc24f,ARPT: 683623.036953: wl0: setup_keepalive: Remote IP: <*>,1
59e9c91e,Wake reason: ARPT (Network),3
332e6c70,AppleActuatorHIDEventDriver: message service is terminated,1
5577fde7,en0: BSSID changed to 64:d9:89:6b:b5:33,1
e0235b0c,"CCFile::captureLog Received Capture notice id: 1499133420.914478, reason = DeauthInd:sts:0_rsn:7",1
3131dbef,payload Data 07 00,1
2316ea46,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2
c4aa369c,"hibernate_teardown: wired_pages 544767, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112",1
33944ac6,"pages 554018, wire 418692, act 40000, inact 0, cleaned 0 spec 0, zf 0, throt 0, compr 112, xpmapped 40000",1
4e7b92b1,ARPT: 683779.928118: framerdy 0x0 bmccmd 3 framecnt 1024,1
33cd545c,ARPT: 683780.224800: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,1
22d4aeb0,"CCFile::copyFile fileName is [2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, source path:/var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_19,05,37.535347]=AuthFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng",1
7fef78f4,hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,1
6c8af670,BuildActDeviceEntry enter,2
cc9142d7,(ImportBailout.Error:1331) Asked to exit for Diskarb,1
662ba17a,2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=<*> version=<*> xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://<*>/service/update2 creationDate=2017-02-18 15:41:17 ticketVersion=1 > )} Using server: <KSOmahaServer:0x100248090 engine=<KSUpdateEngine:0x1007249c0> >,1
03e7fb78,KeychainGetICDPStatus: status: off,8
739b04dd,"CCFile::copyFile fileName is [2017-07-03_21,30,41.859869]-CCIOReporter-002.xml, source path:/var/log/CoreCapture/<*>/OneStats//[2017-07-03_21,30,41.859869]-CCIOReporter-002.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_21,30,40.703152]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_21,30,41.859869]-CCIOReporter-002.xml",1
d180ddb6,ARPT: 697702.656868: AirPort_Brcm43xx::powerChange: System Sleep,1
0c5cfc30,tcp_connection_tls_session_error_callback_imp 2210 tcp_connection_tls_session_handle_read_error.790 error 60,1
8da99923,ARPT: 697853.842104: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
b4e3854f,Checking iCDP status for DSID 874161398 (checkWithServer=0),1
9f18a6d1,ARPT: 698052.637142: AirPort_Brcm43xx::powerChange: System Sleep,1
73257d78,ARPT: 698150.103985: wl0: setup_keepalive: Remote IP: <*>,1
c1234b05,ARPT: 698152.085457: AirPort_Brcm43xx::powerChange: System Sleep,1
df392363,ARPT: 698152.618948: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,1
eb4d98bb,ARPT: 698398.428268: wl0: setup_keepalive: Remote IP: <*>,1
7744990f,ARPT: 698501.213099: ARPT: Wake Reason: Wake on TCP Timeout,1
195c24ff,ARPT: 698596.169927: wl0: setup_keepalive: Local IP: <*>,1
1cd78e86,ARPT: 698896.274509: AirPort_Brcm43xx::powerChange: System Sleep,1
8dda9491,"ARPT: 699244.827573: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2935131210, Ack 3049709979, Win size 278",1
e48b7335,ARPT: 699246.920246: ARPT: Wake Reason: Wake on Scan offload,1
17661faa,ARPT: 699300.508954: wl0: setup_keepalive: Local IP: <*>,1
83cf7cd0,"ARPT: 699352.804212: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2794574676, Ack 1746081928, Win size 278",1
9857f8cf,network changed: v4(en0-:<*>) v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,1
2bda279d,"ARPT: 699456.025397: wl0: setup_keepalive: Local port: 63572, Remote port: 443",1
a58126b5,network changed: DNS*,1
5f2dfc3c,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 165,2
07c11a22,ARPT: 699878.306468: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
e474c716,"ARPT: 699925.384446: wl0: setup_keepalive: Seq: 4253304142, Ack: 3255241453, Win size: 4096",1
ccfdbb17,"2017-07-04 09:42:57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",1
3bee2528,2017-07-04 09:42:58.121 ksfetch[34604/0x7fff79824000] [lvl=2] main() ksfetch done fetching.,1
b3ab618a,"ARPT: 700254.389213: wl0: setup_keepalive: Seq: 2502126767, Ack: 2906384231, Win size: 4096",1
efd990f3,ARPT: 700256.949512: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
d3502c09,"ARPT: 700311.376459: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
6e33db40,network changed: v4(en0!:<*>) DNS+ Proxy+ SMB,1
bdac1ce7,<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),4
09ac3e32,ARPT: 700687.112611: AirPort_Brcm43xx::powerChange: System Sleep,1
49b5a6d9,"CCFile::captureLog Received Capture notice id: 1499192921.020010, reason = AssocFail:sts:5_rsn:0",1
2d8e2e63,"ARPT: 700980.255260: wl0: setup_keepalive: Seq: 2955519239, Ack: 2597833420, Win size: 4096",1
e94f3674,"CCLogTap::profileRemoved, Owner: <*>, Name: IO80211AWDLPeerManager",2
04229431,extension <*> -> (null),1
79d6a334,"ARPT: 702237.246510: wl0: setup_keepalive: Local port: 49218, Remote port: 443",1
e1db6df3,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*> doesn't have account access.",2
4175db4f,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""",2
25856b66,Session 101921 created,1
db7d4438,"2017-07-04 15:03:53.270 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://<*>/service/update2?cup2hreq=a70d6372a4e45a6cbba61cd7f057c79bf73c79db1b1951dc17c605e870f0419b&cup2key=7:934679018""",1
3e010580,kern_open_file_for_direct_io took 6 ms,1
287dbffa,17:13:03.545 : Starting AirDrop server for user 501 on wake,1
6780d4d5,17:26:44.228 : Scanning mode Contacts Only,1
9a2c5420,"ARPT: 712221.085635: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 70582765, Ack 3488103719, Win size 358",1
4052ac48,18:35:05.187 : Scanning mode Contacts Only,1
f25f732a,ARPT: 712530.297675: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,1
fe39af0b,CGXDisplayDidWakeNotification [712572581805245]: posting kCGSDisplayDidWake,1
bc427ed5,Peripheral manager is not powered on,3
8a0b9baf,20:54:03.455 : BTLE scanner Powered On,1
46cac43c,21:07:16.729 : Scanning mode Contacts Only,1
5c550543,ARPT: 713439.104232: AirPort_Brcm43xx::powerChange: System Sleep,1
32cbec36,ARPT: 713493.575563: wl0: setup_keepalive: Remote IP: <*>,1
a254a5ad,22:29:26.099 : BTLE scanner Powered On,1
6800ad1a,"PM response took 113 ms (24144, WeChat)",1
9060fff8,Cocoa scripting error for <*> four character codes must be four characters long.,71
143ea734,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,1
abe264f2,<*> Class <*> is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,2
c62afa6d,Invalidating watch set.,1
8223147d,00:03:06.178 : Started generating hashes,1
96145721,00:03:36.715 : BTLE scanning started,1
2a7c353c,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 21335 bytes @ 5481561 took 0.501237 sec. to complete, 16 reads >= 0.5 sec.",1
ffdd8495,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
d66067d3,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
85dba41c,[00:28:42.167] (Fig) signalled err=-12871,1
d5f773e2,[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),1
3c3ed8c6,Failed to stop a scan - central is not powered on: 4,1
24887367,"device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)",1
1854eeda,ARPT: 720406.265686: AirPort_Brcm43xx::powerChange: System Sleep,1
caa0c182,ARPT: 720413.304306: wl0: setup_keepalive: Remote IP: <*>,1
7fde5cd2,ARPT: 720580.338311: AirPort_Brcm43xx::powerChange: System Sleep,1
ea31e72d,Wake reason: EC.SleepTimer (SleepTimer),1
e7985514,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
c0150b97,"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0",2
f0528204,"hibernate_machine_init pagesDone 451550 sum2 4886d9d9, time: 197 ms, disk(0x20000) 799 Mb/s, comp bytes: 40017920 time: 27 ms 1412 Mb/s, crypt bytes: 160550912 time: 39 ms 3904 Mb/s",1
e1cd694a,vm_compressor_fastwake_warmup (581519 - 591525) - starting,1
456cd9ce,"<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES   (Topics: ( ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"" ))",1
4809c30f,"2017-07-05 10:52:15.982 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://<*>/service/update2?cup2hreq=d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948&cup2key=7:2988503627""",1
fcb6fa9e,2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https://<*>/service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 },1
55ac8e48,2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
948b2eb0,2017/07/05 10:57:01.130 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,1
301e7c54,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: <*>   notification: __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification},1
3a2bae78,CCProfileMonitor::freeResources done,1
447e77bd,"CCFile::copyFile fileName is [2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, source path:/var/log/CoreCapture/<*>/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_11,39,38.739976]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml",1
f4b7421b,<IMMacNotificationCenterManager: 0x7ff1b2d17980>: NC Disabled: NO,3
979f9408,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:   DND Enabled: NO,1
2528193f,CGXDisplayDidWakeNotification [723587602857832]: posting kCGSDisplayDidWake,1
bb813fac,Daemon connection invalidated!,1
a1d51eaa,"CCFile::copyFile fileName is [2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, source path:/var/log/CoreCapture/<*>/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_14,04,19.222771]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt",1
e53e78df,"CCFile::copyFile fileName is [2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, source path:/var/log/CoreCapture/<*>/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_14,04,25.777317]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml",1
c26e144f,CCFile::copyFile fileName is <*> source <*> dest <*>,8
0c7540ea,IOHibernatePollerOpen(0),2
6ab590ea,"hibernate_machine_init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887",1
88488c65,hibernate_rebuild completed - took 10042450943433 msecs,1
d0c71f9d,<*> Entered,4
cad25f27,ARPT: 725147.528572: AirPort_Brcm43xx::powerChange: System Sleep,1
f564286b,"bitmap_size 0x7f0fc, previewSize 0x4028, writing <*> pages @ 0x97144",2
4fbe5cb6,ARPT: <*> AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,6
fafb98c2,ARPT: 725218.810934: AirPort_Brcm43xx::powerChange: System Sleep,1
41b56fa7,en0: manual intervention required!,1
386ad3a4,"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""",2
93cd9c7b,"2017-07-05 16:18:06.450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""https://<*>/service/update2?cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key=7:677488741""",1
48da048e,ARPT: 725996.598754: framerdy 0x0 bmccmd 3 framecnt 1024,1
5afd347d,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO   (Topics: ( )),1
45f5f001,ARPT: 728046.456828: wl0: setup_keepalive: Local IP: <*>,1
5dfd6124,"setting hostname to ""<*>""",2
508ed61b,"arp_client_transmit(en0) failed, Network is down (50)",1
96af65d9,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 <*> <*>:80,4
f7fe420c,"ARPT: 728620.515604: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
07107e67,could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,1
ae9e9938,"booter start at 1251 ms smc 0 ms, [18, 0, 0] total 367 ms, dsply 0, 0 ms, tramp 1080 ms",1
6b8843fd,"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( ""84-41-67-32-db-e1"" )",1
ea409b46,"pages 1401204, wire 544128, act 416065, inact 0, cleaned 0 spec 3, zf 25, throt 0, compr 266324, xpmapped 40000",1
bd02f1d4,could discard act 74490 inact 9782 purgeable 34145 spec 56242 cleaned 0,1
55b6fc53,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms  ****,1
88f0d37a,AppleActuatorHIDEventDriver: stop,2
29e927e4,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****,2
79f7a715,2017-07-06 00:30:37.064 ksfetch[36439/0x7fff79824000] [lvl=2] main() Fetcher is exiting.,1
3741bf48,"Google Chrome He[36456] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
bc321824,"hibernate_alloc_pages act 107794, inact 10088, anon 460, throt 0, spec 58021, wire 572831, wireinit 39927",1
08d2b88d,hibernate_page_list_setall(preflight 1) start,1
a36108b5,hibernate_page_list_setall time: 603 ms,1
cf488542,IOPolledFilePollersOpen(0) 6 ms,1
8abe4c85,hibernate_teardown completed - discarded 93932,1
162c8d61,"pages 1418325, wire 548641, act 438090, inact 2, cleaned 0 spec 12, zf 30, throt 0, compr 254881, xpmapped 40000",1
ef585336,"Opened file /var/vm/sleepimage, size 1073741824, extents 3, maxio 2000000 ssd 1",1
2a360b40,[IOBluetoothHostController::setConfigState] calling registerService,1
ef5a5c6f,[HID] [MT] AppleMultitouchDevice::start entered,1
05a51bf8,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@<*>/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7f8de0c0dc70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",1
e9e2c118,Unable to start NetBIOS name service:,2
34343580,Got an XPC error: Connection invalid,1
3f5c08a9,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,1
203151e7,2017-07-06 09:24:14.417 ksfetch[36728/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x100602220> { URL: https://<*>/service/update2?cup2hreq=f5e83ec64ff3fc5533a3c206134a6517e274f9e1cb53df857e15049b6e4c9f8e&cup2key=7:1721929288 }) to folder:/tmp/KSOutOfProcessFetcher.aPWod5QMh1/download,1
e3394c1d,2017-07-06 09:24:14.733 GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl=2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
32bedca2,no sleep images for WillPowerOffWithImages,1
714dac36,ChromeExistion main isUndetectWithCommand = 1,2
9e27300d,after trim url = https://<*>/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,1
affe7b72,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1
73d3f2a3,<*> <*> <*> <*>,7
0bb41635,11:07:29.673 : Purged contact hashes,1
0c061560,ARPT: 739017.747240: ARPT: Wake Reason: Wake on Scan offload,1
501f254f,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: 0>] to failed operations.],3
f37fcfe6,ARPT: 739157.867474: wlc_dump_aggfifo:,1
437f505c,network changed: v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,1
17324c0a,ARPT: 739253.582611: wlc_dump_aggfifo:,1
f7ae1222,"ARPT: 739295.354731: wl0: Roamed or switched channel, reason #4, bssid f8:4f:57:3b:ea:b2, last RSSI -77",1
94bbd62b,"ARPT: 739357.156234: wl0: setup_keepalive: Seq: 1852166454, Ack: 1229910694, Win size: 4096",1
a2bd3372,ARPT: 739359.663674: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,1
1a7e4851,ARPT: 739420.595498: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
b39b9f12,ARPT: 739668.778627: AirPort_Brcm43xx::powerChange: System Sleep,1
27c13ebd,hibernate_rebuild started,1
fa8ef651,14:16:06.179 : Scanning mode Contacts Only,1
59ab7102,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner: <*>",3
5504c9f9,"RTC: Maintenance 2017/7/6 21:56:47, sleep 2017/7/6 21:44:10",1
52b3793f,<*> <*> <*> [lvl=2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,2
75ec985f,"2017-07-06 14:57:16.661 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://<*>/service/update2?cup2hreq=37fbcb7ab6829be04567976e3212d7a67627aef11546f8b7013d4cffaf51f739&cup2key=7:4200177539""",1
cc98c05f,<*> <*> <*> [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,2
2228a963,"ARPT: 740174.102665: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
fead1667,ARPT: 740345.497593: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
714cc0d7,ARPT: 740504.547655: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
2dba6b4c,17:23:43.193 : Scanning mode Contacts Only,1
bb5a3427,Sandbox: <*>(9854) deny(1) file-read-data /private/etc/hosts,1
73b6bd1a,2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1
e0521a23,2017/07/06 18:22:57.953 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,1
992210d9,full wake request (reason 2) 30914 ms,1
2e4b7027,18:37:30.916 : BTLE scanner Powered Off,1
bb214ef3,"ARPT: 744319.484045: wl0: wl_update_tcpkeep_seq: Original Seq: 1092633597, Ack: 2572586285, Win size: 4096",1
0139a0c0,kern_open_file_for_direct_io(0),1
32fa6e26,19:17:46.405 : BTLE scanner Powered Off,1
83f49c58,ARPT: 744589.508896: wl0: setup_keepalive: Remote IP: <*>,1
e4a5517b,"ARPT: 744593.160590: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1529267953, Ack 4054195714, Win size 380",1
